Transaction ID,Company Name,Account Number,As of Date,Currency,Primary Account Info,Secondary Account Info,GL Balance,IHub Balance,Balance Difference
2379645,Global Finance Corp,2623476070,2025-03-16,AUD,Primary Info 788,Secondary Info 788,349593.71,139207.35,210386.36
2368526,Global Finance Corp,2623476070,2025-03-28,GBP,Primary Info 789,Secondary Info 789,295287.6,141666.99,153620.61
3312291,Global Finance Corp,2623476070,2025-03-23,CAD,Primary Info 790,Secondary Info 790,129434.84,199913.11,-70478.27
2450939,Global Finance Corp,2623476070,2025-03-01,GBP,Primary Info 791,Secondary Info 791,450977.8,271411.57,179566.23
3013520,Global Finance Corp,2623476070,2025-03-23,GBP,Primary Info 792,Secondary Info 792,72407.92,58837.44,13570.48
1632662,Global Finance Corp,2623476070,2025-03-26,EUR,Primary Info 793,Secondary Info 793,256696.68,270688.96,-13992.28
3894880,Global Finance Corp,2623476070,2025-03-09,CAD,Primary Info 794,Secondary Info 794,76981.15,344288.2,-267307.05
2276145,Global Finance Corp,2623476070,2025-03-28,USD,Primary Info 795,Secondary Info 795,419052.32,106176.1,312876.22
1491820,Global Finance Corp,2623476070,2025-03-25,EUR,Primary Info 796,Secondary Info 796,20597.73,90440.41,-69842.68
2283624,Global Finance Corp,2623476070,2025-03-14,CAD,Primary Info 797,Secondary Info 797,34581.95,280313.53,-245731.58
2854574,Global Finance Corp,2623476070,2025-03-19,CAD,Primary Info 798,Secondary Info 798,89495.95,100609.05,-11113.1
1575357,Global Finance Corp,2623476070,2025-03-22,CAD,Primary Info 799,Secondary Info 799,170699.92,351745.97,-181046.05
1092425,Global Finance Corp,2623476070,2025-03-25,CAD,Primary Info 800,Secondary Info 800,63300.43,400560.05,-337259.62
1996888,Global Finance Corp,2623476070,2025-03-26,INR,Primary Info 801,Secondary Info 801,359062.93,368735.32,-9672.39
5814964,Global Finance Corp,2623476070,2025-03-12,AUD,Primary Info 802,Secondary Info 802,19657.38,286432.43,-266775.05
1560830,Global Finance Corp,2623476070,2025-03-09,CAD,Primary Info 803,Secondary Info 803,85393.54,128646.4,-43252.86
9949737,Global Finance Corp,2623476070,2025-03-21,GBP,Primary Info 804,Secondary Info 804,69277.19,244374.2,-175097.01
2635316,Global Finance Corp,2623476070,2025-03-24,GBP,Primary Info 805,Secondary Info 805,434538.31,354725.82,79812.49
1733343,Global Finance Corp,2623476070,2025-03-02,AUD,Primary Info 806,Secondary Info 806,39571.43,457804.16,-418232.73
2296573,Global Finance Corp,2623476070,2025-03-23,USD,Primary Info 807,Secondary Info 807,158754.05,240477.26,-81723.21
8888494,Global Finance Corp,2623476070,2025-03-27,AUD,Primary Info 808,Secondary Info 808,443624.99,260348.9,183276.09
3326843,Global Finance Corp,2623476070,2025-03-23,EUR,Primary Info 809,Secondary Info 809,483046.37,96007.03,387039.34
5295450,Global Finance Corp,2623476070,2025-03-08,INR,Primary Info 810,Secondary Info 810,5138.15,95487.72,-90349.57
1845879,Global Finance Corp,2623476070,2025-03-05,CAD,Primary Info 811,Secondary Info 811,187726.67,476841.05,-289114.38
7387127,Global Finance Corp,2623476070,2025-03-19,EUR,Primary Info 812,Secondary Info 812,428365.7,313967.12,114398.58
2562423,Global Finance Corp,2623476070,2025-03-05,JPY,Primary Info 813,Secondary Info 813,45229.97,3107.77,42122.2
2049337,Global Finance Corp,2623476070,2025-03-27,USD,Primary Info 814,Secondary Info 814,210231.74,430769.36,-220537.62
2907617,Global Finance Corp,2623476070,2025-03-19,JPY,Primary Info 815,Secondary Info 815,138135.77,193445.95,-55310.18
1794590,Global Finance Corp,2623476070,2025-03-15,EUR,Primary Info 816,Secondary Info 816,420889.95,400199.65,20690.3
3237938,Global Finance Corp,2623476070,2025-03-06,INR,Primary Info 817,Secondary Info 817,238585.71,64498.22,174087.49
1045490,Global Finance Corp,2623476070,2025-03-23,CAD,Primary Info 818,Secondary Info 818,126727.48,480229.99,-353502.51
2015524,Global Finance Corp,2623476070,2025-03-25,GBP,Primary Info 819,Secondary Info 819,144688.88,452837.97,-308149.09
1256995,Global Finance Corp,2623476070,2025-03-02,USD,Primary Info 820,Secondary Info 820,365349.63,454786.37,-89436.74
5106774,Global Finance Corp,2623476070,2025-03-26,USD,Primary Info 821,Secondary Info 821,176709.29,170189.78,6519.51
3059066,Global Finance Corp,2623476070,2025-03-26,CAD,Primary Info 822,Secondary Info 822,364357.49,336806.52,27550.97
3383992,Global Finance Corp,2623476070,2025-03-13,GBP,Primary Info 823,Secondary Info 823,185576.17,461017.48,-275441.31
1445662,Global Finance Corp,2623476070,2025-03-04,INR,Primary Info 824,Secondary Info 824,232988.86,316815.81,-83826.95
3774592,Global Finance Corp,2623476070,2025-03-15,CAD,Primary Info 825,Secondary Info 825,470554.36,186164.69,284389.67
3404695,Global Finance Corp,2623476070,2025-03-21,AUD,Primary Info 826,Secondary Info 826,225413.73,82236.24,143177.49
2902646,Global Finance Corp,2623476070,2025-03-22,CAD,Primary Info 827,Secondary Info 827,107062.04,377769.99,-270707.95
5183876,Global Finance Corp,2623476070,2025-03-09,AUD,Primary Info 828,Secondary Info 828,246037.18,229981.22,16055.96
1237950,Global Finance Corp,2623476070,2025-03-24,USD,Primary Info 829,Secondary Info 829,357592.96,165340.38,192252.58
2810727,Global Finance Corp,2623476070,2025-03-07,CAD,Primary Info 830,Secondary Info 830,145090.29,47145.76,97944.53
3192650,Global Finance Corp,2623476070,2025-03-25,INR,Primary Info 831,Secondary Info 831,452225.89,1261.22,450964.67
8686275,Global Finance Corp,2623476070,2025-03-01,AUD,Primary Info 832,Secondary Info 832,198920.56,454875.22,-255954.66
1896270,Global Finance Corp,2623476070,2025-03-17,INR,Primary Info 833,Secondary Info 833,25414.96,221618.69,-196203.73
8963116,Global Finance Corp,2623476070,2025-03-06,JPY,Primary Info 834,Secondary Info 834,267747.97,417059.59,-149311.62
1488094,Global Finance Corp,2623476070,2025-03-21,EUR,Primary Info 835,Secondary Info 835,77481.1,498123.26,-420642.16
7910246,Global Finance Corp,2623476070,2025-03-26,GBP,Primary Info 836,Secondary Info 836,281398.33,86676.76,194721.57
7121318,Global Finance Corp,2623476070,2025-03-27,EUR,Primary Info 837,Secondary Info 837,273228.96,354491.86,-81262.9
1912150,Global Finance Corp,2623476070,2025-03-14,GBP,Primary Info 838,Secondary Info 838,260993.35,347396.13,-86402.78
1670702,Global Finance Corp,2623476070,2025-03-26,GBP,Primary Info 839,Secondary Info 839,499059.57,463663.07,35396.5
1163126,Global Finance Corp,2623476070,2025-03-07,GBP,Primary Info 840,Secondary Info 840,438550.15,238281.22,200268.93
9873601,Global Finance Corp,2623476070,2025-03-24,AUD,Primary Info 841,Secondary Info 841,464606.43,313479.49,151126.94
1700797,Global Finance Corp,2623476070,2025-03-11,USD,Primary Info 842,Secondary Info 842,158482.21,469006.59,-310524.38
3158233,Global Finance Corp,2623476070,2025-03-15,USD,Primary Info 843,Secondary Info 843,219022.5,350574.55,-131552.05
6894405,Global Finance Corp,2623476070,2025-03-09,USD,Primary Info 844,Secondary Info 844,127923.48,172572.0,-44648.52
4641971,Global Finance Corp,2623476070,2025-03-25,AUD,Primary Info 845,Secondary Info 845,210990.33,162172.38,48817.95
2302055,Global Finance Corp,2623476070,2025-03-01,USD,Primary Info 846,Secondary Info 846,256397.23,206240.46,50156.77
1315773,Global Finance Corp,2623476070,2025-03-03,AUD,Primary Info 847,Secondary Info 847,429572.46,254602.76,174969.7
2075045,Global Finance Corp,2623476070,2025-03-20,JPY,Primary Info 848,Secondary Info 848,318785.87,13064.3,305721.57
2143757,Global Finance Corp,2623476070,2025-03-18,AUD,Primary Info 849,Secondary Info 849,383257.75,33687.96,349569.79
2191844,Global Finance Corp,2623476070,2025-03-21,USD,Primary Info 850,Secondary Info 850,172315.06,207281.94,-34966.88
1787949,Global Finance Corp,2623476070,2025-03-18,USD,Primary Info 851,Secondary Info 851,145267.08,197332.12,-52065.04
3210110,Global Finance Corp,2623476070,2025-03-21,GBP,Primary Info 852,Secondary Info 852,391832.21,138522.46,253309.75
1894860,Global Finance Corp,2623476070,2025-03-11,AUD,Primary Info 853,Secondary Info 853,162660.3,95348.35,67311.95
1985028,Global Finance Corp,2623476070,2025-03-22,AUD,Primary Info 854,Secondary Info 854,69349.65,403265.11,-333915.46
1476248,Global Finance Corp,2623476070,2025-03-19,GBP,Primary Info 855,Secondary Info 855,233495.52,280178.92,-46683.4
2323568,Global Finance Corp,2623476070,2025-03-17,JPY,Primary Info 856,Secondary Info 856,350566.26,6114.1,344452.16
8323447,Global Finance Corp,2623476070,2025-03-26,GBP,Primary Info 857,Secondary Info 857,31035.49,263503.23,-232467.74
3201224,Global Finance Corp,2623476070,2025-03-14,GBP,Primary Info 858,Secondary Info 858,38831.61,137468.3,-98636.69
3151945,Global Finance Corp,2623476070,2025-03-15,JPY,Primary Info 859,Secondary Info 859,305779.63,89336.52,216443.11
4653998,Global Finance Corp,2623476070,2025-03-06,AUD,Primary Info 860,Secondary Info 860,36039.71,363870.67,-327830.96
2796589,Global Finance Corp,2623476070,2025-03-15,GBP,Primary Info 861,Secondary Info 861,194585.22,205818.39,-11233.17
1072250,Global Finance Corp,2623476070,2025-03-15,INR,Primary Info 862,Secondary Info 862,202242.13,348223.01,-145980.88
3195646,Global Finance Corp,2623476070,2025-03-26,INR,Primary Info 863,Secondary Info 863,131663.24,9341.35,122321.89
1281177,Global Finance Corp,2623476070,2025-03-19,INR,Primary Info 864,Secondary Info 864,86744.52,77689.7,9054.82
1683254,Global Finance Corp,2623476070,2025-03-24,CAD,Primary Info 865,Secondary Info 865,146113.44,490441.63,-344328.19
1836642,Global Finance Corp,2623476070,2025-03-17,INR,Primary Info 866,Secondary Info 866,128079.55,268431.97,-140352.42
7901118,Global Finance Corp,2623476070,2025-03-22,JPY,Primary Info 867,Secondary Info 867,1417.52,333814.48,-332396.96
1398895,Global Finance Corp,2623476070,2025-03-03,INR,Primary Info 868,Secondary Info 868,116558.98,378414.01,-261855.03
2770088,Global Finance Corp,2623476070,2025-03-17,CAD,Primary Info 869,Secondary Info 869,65160.14,433517.13,-368356.99
1799796,Global Finance Corp,2623476070,2025-03-15,USD,Primary Info 870,Secondary Info 870,432003.06,368457.19,63545.87
5806178,Global Finance Corp,2623476070,2025-03-22,GBP,Primary Info 871,Secondary Info 871,351678.43,209982.57,141695.86
7147752,Global Finance Corp,2623476070,2025-03-15,AUD,Primary Info 872,Secondary Info 872,52287.48,96541.12,-44253.64
1983141,Global Finance Corp,2623476070,2025-03-02,CAD,Primary Info 873,Secondary Info 873,211663.96,362643.55,-150979.59
2380988,Global Finance Corp,2623476070,2025-03-24,JPY,Primary Info 874,Secondary Info 874,96460.11,462372.26,-365912.15
3600710,Global Finance Corp,2623476070,2025-03-05,CAD,Primary Info 875,Secondary Info 875,388879.05,436084.9,-47205.85
2282476,Global Finance Corp,2623476070,2025-03-23,JPY,Primary Info 876,Secondary Info 876,394972.09,293262.22,101709.87
2717548,Global Finance Corp,2623476070,2025-03-19,GBP,Primary Info 877,Secondary Info 877,172844.31,267001.9,-94157.59
3286587,Global Finance Corp,2623476070,2025-03-23,GBP,Primary Info 878,Secondary Info 878,89819.55,82707.6,7111.95
2961878,Global Finance Corp,2623476070,2025-03-25,INR,Primary Info 879,Secondary Info 879,79940.94,334386.76,-254445.82
2302961,Global Finance Corp,2623476070,2025-03-03,GBP,Primary Info 880,Secondary Info 880,304372.36,159297.27,145075.09
3058080,Global Finance Corp,2623476070,2025-03-28,USD,Primary Info 881,Secondary Info 881,83217.87,334108.83,-250890.96
5723137,Global Finance Corp,2623476070,2025-03-21,USD,Primary Info 882,Secondary Info 882,18818.95,333481.18,-314662.23
2769865,Global Finance Corp,2623476070,2025-03-23,JPY,Primary Info 883,Secondary Info 883,241892.88,13971.87,227921.01
7169226,Global Finance Corp,2623476070,2025-03-28,JPY,Primary Info 884,Secondary Info 884,465084.22,117542.83,347541.39
2981327,Global Finance Corp,2623476070,2025-03-22,CAD,Primary Info 885,Secondary Info 885,196467.96,444226.92,-247758.96
5107538,Global Finance Corp,2623476070,2025-03-24,AUD,Primary Info 886,Secondary Info 886,459103.7,372997.3,86106.4
1502845,Global Finance Corp,2623476070,2025-03-17,AUD,Primary Info 887,Secondary Info 887,215222.81,358237.69,-143014.88
8075422,Global Finance Corp,2623476070,2025-03-07,GBP,Primary Info 888,Secondary Info 888,190136.56,118246.57,71889.99
1887267,Global Finance Corp,2623476070,2025-03-22,GBP,Primary Info 889,Secondary Info 889,371206.25,321334.74,49871.51
1432281,Global Finance Corp,2623476070,2025-03-03,EUR,Primary Info 890,Secondary Info 890,337586.27,162229.82,175356.45
1583717,Global Finance Corp,2623476070,2025-03-06,USD,Primary Info 891,Secondary Info 891,241905.53,222234.32,19671.21
1943147,Global Finance Corp,2623476070,2025-03-23,AUD,Primary Info 892,Secondary Info 892,204527.86,199849.41,4678.45
1660857,Global Finance Corp,2623476070,2025-03-26,JPY,Primary Info 893,Secondary Info 893,493106.16,283769.99,209336.17
2983703,Global Finance Corp,2623476070,2025-03-12,GBP,Primary Info 894,Secondary Info 894,166596.33,188608.31,-22011.98
1545785,Global Finance Corp,2623476070,2025-03-12,GBP,Primary Info 895,Secondary Info 895,187659.65,479256.36,-291596.71
3189502,Global Finance Corp,2623476070,2025-03-11,JPY,Primary Info 896,Secondary Info 896,254921.77,39006.14,215915.63
1530526,Global Finance Corp,2623476070,2025-03-18,GBP,Primary Info 897,Secondary Info 897,475590.48,320560.27,155030.21
2264158,Global Finance Corp,2623476070,2025-03-21,GBP,Primary Info 898,Secondary Info 898,406477.83,413514.37,-7036.54
1168628,Global Finance Corp,2623476070,2025-03-03,CAD,Primary Info 899,Secondary Info 899,226572.97,24906.35,201666.62
3395800,Global Finance Corp,2623476070,2025-03-10,USD,Primary Info 900,Secondary Info 900,7075.62,355279.84,-348204.22
2178860,Global Finance Corp,2623476070,2025-03-24,GBP,Primary Info 901,Secondary Info 901,467467.5,114660.23,352807.27
1615327,Global Finance Corp,2623476070,2025-03-15,CAD,Primary Info 902,Secondary Info 902,176357.97,80303.12,96054.85
2371553,Global Finance Corp,2623476070,2025-03-25,EUR,Primary Info 903,Secondary Info 903,471898.3,326350.63,145547.67
2673315,Global Finance Corp,2623476070,2025-03-23,GBP,Primary Info 904,Secondary Info 904,455282.43,159522.63,295759.8
2804055,Global Finance Corp,2623476070,2025-03-02,GBP,Primary Info 905,Secondary Info 905,96820.89,401213.34,-304392.45
1775872,Global Finance Corp,2623476070,2025-03-05,EUR,Primary Info 906,Secondary Info 906,421880.16,316318.98,105561.18
2057310,Global Finance Corp,2623476070,2025-03-25,JPY,Primary Info 907,Secondary Info 907,341366.03,477041.67,-135675.64
3248806,Global Finance Corp,2623476070,2025-03-08,INR,Primary Info 908,Secondary Info 908,465361.34,135323.33,330038.01
1849107,Global Finance Corp,2623476070,2025-03-01,GBP,Primary Info 909,Secondary Info 909,381221.51,37462.42,343759.09
3546499,Global Finance Corp,2623476070,2025-03-20,EUR,Primary Info 910,Secondary Info 910,29221.85,49557.34,-20335.49
1038351,Global Finance Corp,2623476070,2025-03-08,CAD,Primary Info 911,Secondary Info 911,404314.83,495709.71,-91394.88
3214285,Global Finance Corp,2623476070,2025-03-01,GBP,Primary Info 912,Secondary Info 912,29393.65,266306.04,-236912.39
8295461,Global Finance Corp,2623476070,2025-03-07,EUR,Primary Info 913,Secondary Info 913,76143.93,412834.08,-336690.15
5842196,Global Finance Corp,2623476070,2025-03-06,JPY,Primary Info 914,Secondary Info 914,288145.77,45663.23,242482.54
3197401,Global Finance Corp,2623476070,2025-03-06,JPY,Primary Info 915,Secondary Info 915,253634.91,136745.55,116889.36
8935348,Global Finance Corp,2623476070,2025-03-21,USD,Primary Info 916,Secondary Info 916,115715.15,494279.79,-378564.64
1585489,Global Finance Corp,2623476070,2025-03-09,CAD,Primary Info 917,Secondary Info 917,356343.2,334711.89,21631.31
2270930,Global Finance Corp,2623476070,2025-03-22,EUR,Primary Info 918,Secondary Info 918,228773.92,123910.8,104863.12
2788104,Global Finance Corp,2623476070,2025-03-22,USD,Primary Info 919,Secondary Info 919,254364.68,326681.33,-72316.65
2642620,Global Finance Corp,2623476070,2025-03-15,EUR,Primary Info 920,Secondary Info 920,66793.62,204607.29,-137813.67
6267456,Global Finance Corp,2623476070,2025-03-02,GBP,Primary Info 921,Secondary Info 921,471589.8,193002.21,278587.59
2365696,Global Finance Corp,2623476070,2025-03-14,EUR,Primary Info 922,Secondary Info 922,272697.2,295403.66,-22706.46
2922988,Global Finance Corp,2623476070,2025-03-19,CAD,Primary Info 923,Secondary Info 923,329748.76,110255.26,219493.5
2268644,Global Finance Corp,2623476070,2025-03-15,CAD,Primary Info 924,Secondary Info 924,278784.56,11338.55,267446.01
7369147,Global Finance Corp,2623476070,2025-03-28,USD,Primary Info 925,Secondary Info 925,373636.73,135879.25,237757.48
1387417,Global Finance Corp,2623476070,2025-03-04,AUD,Primary Info 926,Secondary Info 926,273922.34,334732.72,-60810.38
2403597,Global Finance Corp,2623476070,2025-03-07,CAD,Primary Info 927,Secondary Info 927,226362.49,322970.5,-96608.01
2269084,Global Finance Corp,2623476070,2025-03-19,JPY,Primary Info 928,Secondary Info 928,204691.61,406394.73,-201703.12
2865698,Global Finance Corp,2623476070,2025-03-26,JPY,Primary Info 929,Secondary Info 929,167451.89,39206.52,128245.37
5259990,Global Finance Corp,2623476070,2025-03-21,USD,Primary Info 930,Secondary Info 930,389983.48,259595.08,130388.4
1406455,Global Finance Corp,2623476070,2025-03-28,AUD,Primary Info 931,Secondary Info 931,402068.2,72850.48,329217.72
1144574,Global Finance Corp,2623476070,2025-03-28,JPY,Primary Info 932,Secondary Info 932,206833.94,178991.48,27842.46
2532120,Global Finance Corp,2623476070,2025-03-24,INR,Primary Info 933,Secondary Info 933,295816.65,483011.72,-187195.07
3145663,Global Finance Corp,2623476070,2025-03-11,INR,Primary Info 934,Secondary Info 934,388742.4,172378.19,216364.21
3393984,Global Finance Corp,2623476070,2025-03-09,CAD,Primary Info 935,Secondary Info 935,411632.35,130193.53,281438.82
2678182,Global Finance Corp,2623476070,2025-03-16,AUD,Primary Info 936,Secondary Info 936,316183.25,467651.89,-151468.64
5427607,Global Finance Corp,2623476070,2025-03-24,USD,Primary Info 937,Secondary Info 937,24988.84,463084.11,-438095.27
2790812,Global Finance Corp,2623476070,2025-03-20,USD,Primary Info 938,Secondary Info 938,250804.65,173620.79,77183.86
3024509,Global Finance Corp,2623476070,2025-03-02,GBP,Primary Info 939,Secondary Info 939,338516.6,312077.24,26439.36
3255207,Global Finance Corp,2623476070,2025-03-18,USD,Primary Info 940,Secondary Info 940,282425.69,76409.59,206016.1
2709144,Global Finance Corp,2623476070,2025-03-23,INR,Primary Info 941,Secondary Info 941,292151.97,420755.12,-128603.15
2119479,Global Finance Corp,2623476070,2025-03-15,EUR,Primary Info 942,Secondary Info 942,354855.2,356588.28,-1733.08
1005183,Global Finance Corp,2623476070,2025-03-04,AUD,Primary Info 943,Secondary Info 943,373154.6,284570.89,88583.71
2611237,Global Finance Corp,2623476070,2025-03-24,INR,Primary Info 944,Secondary Info 944,299860.08,199762.95,100097.13
4977844,Global Finance Corp,2623476070,2025-03-19,GBP,Primary Info 945,Secondary Info 945,135445.99,145776.38,-10330.39
2352446,Global Finance Corp,2623476070,2025-03-20,AUD,Primary Info 946,Secondary Info 946,148921.03,364390.89,-215469.86
3042367,Global Finance Corp,2623476070,2025-03-27,EUR,Primary Info 947,Secondary Info 947,222501.4,53967.03,168534.37
2641505,Global Finance Corp,2623476070,2025-03-26,EUR,Primary Info 948,Secondary Info 948,322018.68,474528.06,-152509.38
1721297,Global Finance Corp,2623476070,2025-03-13,INR,Primary Info 949,Secondary Info 949,318214.21,112570.74,205643.47
6695636,Global Finance Corp,2623476070,2025-03-25,USD,Primary Info 950,Secondary Info 950,107500.45,345945.08,-238444.63
9657193,Global Finance Corp,2623476070,2025-03-06,CAD,Primary Info 951,Secondary Info 951,262039.66,410195.92,-148156.26
3333623,Global Finance Corp,2623476070,2025-03-23,EUR,Primary Info 952,Secondary Info 952,283355.56,59424.02,223931.54
2920592,Global Finance Corp,2623476070,2025-03-12,CAD,Primary Info 953,Secondary Info 953,4262.26,264723.9,-260461.64
3362590,Global Finance Corp,2623476070,2025-03-02,USD,Primary Info 954,Secondary Info 954,345999.96,477482.45,-131482.49
2384610,Global Finance Corp,2623476070,2025-03-19,AUD,Primary Info 955,Secondary Info 955,378818.74,189178.6,189640.14
1824345,Global Finance Corp,2623476070,2025-03-04,AUD,Primary Info 956,Secondary Info 956,255189.62,35865.7,219323.92
1323929,Global Finance Corp,2623476070,2025-03-24,GBP,Primary Info 957,Secondary Info 957,250402.0,283210.09,-32808.09
2043173,Global Finance Corp,2623476070,2025-03-05,USD,Primary Info 958,Secondary Info 958,471851.95,493126.49,-21274.54
1464065,Global Finance Corp,2623476070,2025-03-01,EUR,Primary Info 959,Secondary Info 959,230279.53,55766.42,174513.11
5130656,Global Finance Corp,2623476070,2025-03-09,JPY,Primary Info 960,Secondary Info 960,368977.26,204993.61,163983.65
2608180,Global Finance Corp,2623476070,2025-03-11,INR,Primary Info 961,Secondary Info 961,424634.18,283659.61,140974.57
2785063,Global Finance Corp,2623476070,2025-03-19,CAD,Primary Info 962,Secondary Info 962,274426.88,133060.68,141366.2
2271746,Global Finance Corp,2623476070,2025-03-23,USD,Primary Info 963,Secondary Info 963,463046.22,271953.72,191092.5
1803201,Global Finance Corp,2623476070,2025-03-05,INR,Primary Info 964,Secondary Info 964,230180.17,473954.98,-243774.81
2744002,Global Finance Corp,2623476070,2025-03-09,INR,Primary Info 965,Secondary Info 965,5394.2,193243.3,-187849.1
6704104,Global Finance Corp,2623476070,2025-03-25,JPY,Primary Info 966,Secondary Info 966,93178.68,220721.49,-127542.81
7701532,Global Finance Corp,2623476070,2025-03-26,AUD,Primary Info 967,Secondary Info 967,350721.6,105108.55,245613.05
3027945,Global Finance Corp,2623476070,2025-03-05,CAD,Primary Info 968,Secondary Info 968,236798.69,426495.6,-189696.91
2995895,Global Finance Corp,2623476070,2025-03-09,USD,Primary Info 969,Secondary Info 969,204017.86,438311.65,-234293.79
3120044,Global Finance Corp,2623476070,2025-03-27,JPY,Primary Info 970,Secondary Info 970,303180.27,426779.54,-123599.27
3874659,Global Finance Corp,2623476070,2025-03-20,AUD,Primary Info 971,Secondary Info 971,156083.77,293731.28,-137647.51
1273101,Global Finance Corp,2623476070,2025-03-08,AUD,Primary Info 972,Secondary Info 972,445392.04,46917.4,398474.64
2464847,Global Finance Corp,2623476070,2025-03-27,JPY,Primary Info 973,Secondary Info 973,453078.39,213592.99,239485.4
2544711,Global Finance Corp,2623476070,2025-03-02,USD,Primary Info 974,Secondary Info 974,21171.67,329447.17,-308275.5
1051348,Global Finance Corp,2623476070,2025-03-26,CAD,Primary Info 975,Secondary Info 975,317517.77,445929.18,-128411.41
1468634,Global Finance Corp,2623476070,2025-03-10,JPY,Primary Info 976,Secondary Info 976,54090.53,153177.66,-99087.13
7463405,Global Finance Corp,2623476070,2025-03-10,INR,Primary Info 977,Secondary Info 977,283732.99,247883.75,35849.24
7104284,Global Finance Corp,2623476070,2025-03-27,EUR,Primary Info 978,Secondary Info 978,238947.26,78447.61,160499.65
1411923,Global Finance Corp,2623476070,2025-03-13,INR,Primary Info 979,Secondary Info 979,352485.39,266655.2,85830.19
3061478,Global Finance Corp,2623476070,2025-03-12,JPY,Primary Info 980,Secondary Info 980,432759.94,90823.14,341936.8
1991262,Global Finance Corp,2623476070,2025-03-27,CAD,Primary Info 981,Secondary Info 981,482846.58,168831.77,314014.81
7357385,Global Finance Corp,2623476070,2025-03-25,AUD,Primary Info 982,Secondary Info 982,116810.44,351528.78,-234718.34
2552523,Global Finance Corp,2623476070,2025-03-19,JPY,Primary Info 983,Secondary Info 983,475078.53,300094.18,174984.35
7453211,Global Finance Corp,2623476070,2025-03-27,GBP,Primary Info 984,Secondary Info 984,208314.9,111431.72,96883.18
5935505,Global Finance Corp,2623476070,2025-03-20,JPY,Primary Info 985,Secondary Info 985,346675.69,321831.87,24843.82
3053055,Global Finance Corp,2623476070,2025-03-07,GBP,Primary Info 986,Secondary Info 986,152696.67,368937.21,-216240.54
2988236,Global Finance Corp,2623476070,2025-03-22,USD,Primary Info 987,Secondary Info 987,308645.26,200909.1,107736.16
1586232,Global Finance Corp,2623476070,2025-03-13,CAD,Primary Info 988,Secondary Info 988,365636.94,76002.31,289634.63
1534665,Global Finance Corp,2623476070,2025-03-08,AUD,Primary Info 989,Secondary Info 989,74162.43,114821.62,-40659.19
2184952,Global Finance Corp,2623476070,2025-03-12,USD,Primary Info 990,Secondary Info 990,132523.12,467256.72,-334733.6
9960189,Global Finance Corp,2623476070,2025-03-03,CAD,Primary Info 991,Secondary Info 991,105325.42,460070.59,-354745.17
1646790,Global Finance Corp,2623476070,2025-03-27,JPY,Primary Info 992,Secondary Info 992,239780.51,434890.19,-195109.68
1641796,Global Finance Corp,2623476070,2025-03-27,EUR,Primary Info 993,Secondary Info 993,266713.29,191667.32,75045.97
2726236,Global Finance Corp,2623476070,2025-03-25,USD,Primary Info 994,Secondary Info 994,364439.21,224143.04,140296.17
1887646,Global Finance Corp,2623476070,2025-03-28,AUD,Primary Info 995,Secondary Info 995,75012.74,262866.31,-187853.57
3035323,Global Finance Corp,2623476070,2025-03-26,CAD,Primary Info 996,Secondary Info 996,490728.43,182890.02,307838.41
1591765,Global Finance Corp,2623476070,2025-03-25,AUD,Primary Info 997,Secondary Info 997,153159.88,373386.11,-220226.23
1520748,Global Finance Corp,2623476070,2025-03-09,GBP,Primary Info 998,Secondary Info 998,408264.39,264732.17,143532.22
2072279,Global Finance Corp,2623476070,2025-03-10,USD,Primary Info 999,Secondary Info 999,192083.67,118095.79,73987.88
7648610,Global Finance Corp,2623476070,2025-03-09,GBP,Primary Info 1000,Secondary Info 1000,333456.67,300110.46,33346.21
4863906,Global Finance Corp,2623476070,2025-03-18,JPY,Primary Info 1001,Secondary Info 1001,273368.29,469669.22,-196300.93
3215387,Global Finance Corp,2623476070,2025-03-08,INR,Primary Info 1002,Secondary Info 1002,375520.99,430954.9,-55433.91
1999406,Global Finance Corp,2623476070,2025-03-14,INR,Primary Info 1003,Secondary Info 1003,494704.24,205065.52,289638.72
2263936,Global Finance Corp,2623476070,2025-03-15,INR,Primary Info 1004,Secondary Info 1004,297417.57,306203.65,-8786.08
1163532,Global Finance Corp,2623476070,2025-03-11,AUD,Primary Info 1005,Secondary Info 1005,308343.52,352033.08,-43689.56
1548316,Global Finance Corp,2623476070,2025-03-09,INR,Primary Info 1006,Secondary Info 1006,297301.42,143114.98,154186.44
1581863,Global Finance Corp,2623476070,2025-03-26,JPY,Primary Info 1007,Secondary Info 1007,9610.56,401425.61,-391815.05
2442478,Global Finance Corp,2623476070,2025-03-28,EUR,Primary Info 1008,Secondary Info 1008,186993.67,119854.71,67138.96
2205484,Global Finance Corp,2623476070,2025-03-28,USD,Primary Info 1009,Secondary Info 1009,487568.43,409261.21,78307.22
1588341,Global Finance Corp,2623476070,2025-03-16,JPY,Primary Info 1010,Secondary Info 1010,166411.98,137680.2,28731.78
2090529,Global Finance Corp,2623476070,2025-03-15,GBP,Primary Info 1011,Secondary Info 1011,93033.7,482694.94,-389661.24
1414269,Global Finance Corp,2623476070,2025-03-03,GBP,Primary Info 1012,Secondary Info 1012,207750.26,410832.81,-203082.55
8765133,Global Finance Corp,2623476070,2025-03-03,USD,Primary Info 1013,Secondary Info 1013,461725.72,433474.25,28251.47
6703901,Global Finance Corp,2623476070,2025-03-28,JPY,Primary Info 1014,Secondary Info 1014,6918.41,425412.81,-418494.4
